1.0048,-0.058581
0.9231,0.03887
0.81187,0.14249
0.81428,0.067362
0.82577,0.079816
0.82347,0.068703
0.82256,0.060082
0.81813,0.060912
0.80994,0.057694
0.7935,0.056283
0.79052,0.056822
0.7995,0.0583
0.80456,0.057044
0.8055,0.059082
0.80559,0.05917
0.80549,0.06033
0.80758,0.058972
0.81098,0.057241
0.80944,0.054145
0.80803,0.054129
0.80886,0.05486
0.81074,0.057313
0.81412,0.057707
0.81744,0.05766
0.81928,0.06075
0.81997,0.06015
0.81934,0.05689
0.81928,0.054669
0.82081,0.056076
0.82293,0.055842
0.82362,0.059291
0.82547,0.061924
0.82559,0.068474
0.82377,0.073671
0.82344,0.081685
0.81863,0.077007
0.81633,0.072819
0.81829,0.072625
0.81291,0.072337
0.80672,0.071557
0.80476,0.062437
0.80804,0.053312
0.81463,0.049606
0.82213,0.048628
0.82498,0.048647
0.82328,0.052296
0.82663,0.040276
0.85812,0.13191
0.92901,0.0010424
1.0008,-0.061582
0.94924,-0.21257
0.8411,-0.019168
0.66495,0.16347
0.64535,0.058989
0.70499,0.10089
0.69298,0.10408
0.6774,0.092835
0.67051,0.099914
0.67244,0.094659
0.67658,0.085565
0.67771,0.080019
0.67778,0.079807
0.6781,0.084724
0.67841,0.087852
0.67929,0.089533
0.67434,0.09062
0.67009,0.093392
0.66784,0.093255
0.66472,0.091874
0.66687,0.09074
0.67063,0.092805
0.67479,0.094476
0.67989,0.096233
0.68435,0.096911
0.6882,0.097956
0.68959,0.092924
0.69094,0.088175
0.69256,0.085516
0.69065,0.083298
0.68972,0.085011
0.68761,0.086164
0.68557,0.086234
0.68361,0.0863
0.68185,0.086151
0.68084,0.085567
0.68035,0.084056
0.67995,0.084115
0.68259,0.085735
0.68281,0.092961
0.68523,0.10144
0.69043,0.11136
0.69401,0.11853
0.69938,0.13047
0.70448,0.14223
0.70889,0.15104
0.71046,0.13249
0.69195,0.05358
0.7156,0.19137
0.81924,-0.0063346
0.97428,-0.24283
0.88766,-0.29073
0.81671,-0.011671
0.6973,0.13311
0.66164,0.0051977
0.71337,0.05828
0.71713,0.05242
0.70983,0.04278
0.69817,0.040668
0.69778,0.042383
0.69383,0.04367
0.69024,0.044816
0.69973,0.046384
0.70744,0.049839
0.70986,0.054143
0.71157,0.057004
0.71111,0.05971
0.71095,0.063067
0.71209,0.064978
0.71027,0.064917
0.70682,0.063148
0.70573,0.061226
0.70196,0.060218
0.69847,0.057669
0.69761,0.055364
0.69764,0.053569
0.69882,0.052171
0.70086,0.053693
0.70181,0.055945
0.70375,0.057346
0.70558,0.057849
0.70701,0.05871
0.70737,0.059416
0.7079,0.060511
0.70933,0.061717
0.71092,0.062909
0.7111,0.063242
0.71044,0.063777
0.70953,0.064481
0.70719,0.066829
0.70493,0.069244
0.70451,0.071571
0.70473,0.073038
0.70599,0.072812
0.711,0.073137
0.72182,0.073451
0.73006,0.039632
0.70946,0.028055
0.70471,0.17597
0.82377,-0.0052533
0.90282,-0.26686
0.92779,-0.28276
0.83433,-0.016183
0.71604,0.15522
0.66931,0.033601
0.72493,0.06179
0.72472,0.071042
0.72004,0.056282
0.72039,0.058688
0.72246,0.061409
0.72405,0.062301
0.72653,0.061757
0.73001,0.06241
0.73126,0.065053
0.73483,0.067234
0.73739,0.068726
0.73818,0.068689
0.7356,0.068734
0.73328,0.068734
0.73051,0.068099
0.72883,0.066354
0.72865,0.063895
0.72798,0.060209
0.72623,0.057833
0.72381,0.055885
0.72169,0.055456
0.71997,0.056843
0.71843,0.05727
0.71642,0.057819
0.71536,0.05825
0.71418,0.059193
0.71291,0.060296
0.71154,0.061192
0.71083,0.061766
