yield
23.81323978
67.52746673
65.62370228
59.54408479
51.98970464
90.89648325
27.96414534
89.826719
54.51691581
38.24232568
46.05671315
31.78320161
48.27680284
31.24853427
94.76166104
42.96780916
62.46596953
61.55295225
29.74964047
33.47192386
20.35088066
87.88398625
19.54326924
24.85198091
62.96012218
60.30676095
72.81915239
40.27579146
38.65391355
75.01689852
74.74086473
43.73785192
86.99928698
22.13910966
63.04101329
100.2055916
60.08482935
105.5262361
78.63557747
20.95042501
40.08236831
38.39834518
44.30300671
70.41465884
57.56602368
64.37740965
84.62115704
56.83515507
75.72038777
71.74574416
39.35440976
37.06741297
90.9608359
94.03332843
46.29440023
90.97199885
65.06289681
80.71242697
80.17801187
115.9410229
89.87303388
103.1727721
42.8241483
44.13960881
79.42002477
78.0786333
95.61563332
119.8694487
58.55634218
48.82169627
91.35057353
73.60975381
69.53075282
75.66163341
69.98255081
